Category	ID	Title (or Source)	Verbose ID	Core-F_logP	Core-M_logP	All-M_logP	All-F_logP	Core-F_GeneSet	Core-M_GeneSet	All-M_GeneSet	All-F_GeneSet
GO: Biological Process	GO:0044283	small molecule biosynthetic process	GeneOntologyBiologicalProcess_GO:0044283_small molecule biosynthetic process	4.530529731011265	10.0	10.0	10.0	ACOT7,ALDH1A2,APOE,BAAT,BHMT,CA5A,CBR1,CEACAM1,CYP1A1,ELOVL2,ELOVL6,FBP2,GSTO1,HPGD,KYNU,OAT,SCD,SPP1,SPTLC3	AACS,AASS,ACAT1,ACSM2B,ACSM3,ACSS2,AMACR,APOA4,ASPDH,ASPG,C1QTNF3,CBS,CSAD,CYB5R3,CYP2E1,CYP7B1,DHDDS,DNPH1,EPHX2,GGT1,GPT,GPX1,HACD2,HTT,IDI1,KYAT1,MVD,NR1H4,PDSS1,PECR,PRKAG3,SHMT2,SMPDL3A,UBIAD1,UPP2	AACS,AASS,ABCD3,ABHD3,ACAT1,ACMSD,ACSM2B,ACSM3,ACSS2,ADAL,AGXT2,AKR1A1,AKR1D1,ALDH8A1,AMACR,APOA4,ARPP19,ASPDH,ASPG,BCAT1,BHMT2,C1QTNF3,CBS,CDA,CSAD,CYB5R3,CYP27A1,CYP2E1,CYP7B1,DHDDS,DHFR,DNPH1,EGR1,EPHX2,FGF1,FGFR4,GGT1,GLS,GPT,GPX1,HAAO,HACD2,HMGCS1,HNF1A,HTT,IDI1,KYAT1,LBR,LDHA,LPL,MLXIPL,MVD,NME1,NR1H4,NT5C3A,NT5E,NUDT12,NUDT9,OSBPL9,PDSS1,PECR,PLOD2,PNP,PRKAG3,PTH1R,RDH10,SHMT2,SIRT7,SLC27A2,SLC39A14,SMPDL3A,SPR,SPTLC2,SRD5A2,UBIAD1,UPP2,VCP,XBP1	ACACA,ACACB,ACOT7,ACSM1,ADIPOQ,ALDH18A1,ALDH1A2,ALDOC,AMPD3,APOC1,APOE,BAAT,BCAT2,BHMT,CA5A,CBR1,CEACAM1,CLN3,CYP1A1,CYP39A1,DKK3,ELOVL2,ELOVL6,EPHX1,FABP5,FAM3C,FASN,FBP2,FOLH1,GGT6,GLUL,GPER1,GSTM2,GSTO1,HACD4,HPGD,IMPA2,INSIG1,KYNU,LEPR,LTC4S,MGLL,MGST3,NAALAD2,NUDT18,OAT,PDE8B,PDXK,PKM,PLA2G4A,PLA2G5,PLTP,PPARGC1A,PTGDS,PTGES,PTGS1,RBP4,REST,SCD,SCD5,SHMT1,SLC1A3,SNAI2,SPP1,SPTLC3,TBXAS1,TKT,XDH
GO: Biological Process	GO:0016042	lipid catabolic process	GeneOntologyBiologicalProcess_GO:0016042_lipid catabolic process	3.513913929873972	10.0	10.0	10.0	ACOT7,ANGPTL3,APOE,FABP1,GDPD1,HACL1,HAO2,HSD17B14,PDE3B,PLBD1,SPP1	ACAT1,ACOX1,ACOX3,ALDH3A2,AMACR,APOA4,APOH,ASPG,BCO2,CROT,ENPP6,HSD11B1,HSD17B11,NEU1,NUDT19,PECR,PHYH,SMPDL3A,SRD5A1	ABCD3,ABHD3,ACADS,ACAT1,ACOX1,ACOX3,AKR1D1,ALDH3A2,AMACR,APOA4,APOH,ASPG,BCO2,CPT2,CROT,CYP27A1,ECHDC2,EHHADH,ENPP6,FAAH,GDE1,HSD11B1,HSD17B11,LPIN1,LPL,MFSD2A,NEU1,NUDT19,PECR,PEX5,PHYH,PSAP,SLC27A2,SMPD2,SMPDL3A,SRD5A1,SRD5A2	ABHD6,ACACB,ACOT7,ACSL5,ADIPOQ,ANGPTL3,APOC1,APOE,CYP39A1,FABP1,FABP4,FABP5,GDPD1,GDPD3,HACL1,HAO2,HCAR1,HSD17B14,LDLR,LIPE,MGLL,PAFAH1B3,PDE3B,PLA2G15,PLA2G4A,PLA2G5,PLA2G7,PLAAT3,PLBD1,PLCB4,PLCE1,PLIN1,PNPLA2,PNPLA3,PNPLA7,SPP1
GO: Biological Process	GO:0019637	organophosphate metabolic process	GeneOntologyBiologicalProcess_GO:0019637_organophosphate metabolic process	3.4412464762118082	10.0	10.0	10.0	AADAT,ACOT7,ACSL1,ANGPTL3,BAAT,ELOVL2,ELOVL6,ETNK1,FBP2,GDPD1,GPAT3,KYNU,LHPP,NT5C3B,ORMDL3,PID1,PLBD1,PLPP5,PLPPR4,PYGL,SCD,SLC22A13,TMEM86B	AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,APOA4,ASPDH,ASPG,CHPT1,COASY,CROT,CYCS,DGKG,DHDDS,DNPH1,ENPP6,ETNPPL,GPX1,HACD2,HSD11B1,IDI1,IDO2,LDHD,ME1,MPP1,MVD,NR1H4,PANK1,PARP10,PCTP,PI4KA,PIPOX,PLEKHA8,PPT2,PRKAG3,SGPP1,SHMT2,SLC5A8,SMPDL3A,UPP2,ZBTB20	AASS,ABHD3,ACAT1,ACMSD,ACOT12,ACSM2B,ACSM3,ACSS2,ADAL,AFMID,AK2,AKR1A1,APOA4,ASPDH,ASPG,ATP5F1D,BDNF,CDA,CHPT1,COASY,CROT,CTPS1,CYCS,DGKG,DHDDS,DNPH1,EHHADH,ENPP6,ETNPPL,FAR1,GDE1,GK5,GLYCTK,GMPR,GPX1,GUCA2B,HAAO,HACD2,HMGCS1,HSD11B1,IDI1,IDO2,INPP5B,LDHA,LDHD,LPIN1,LPL,ME1,MFSD2A,MLXIPL,MOCOS,MPP1,MTMR11,MVD,MYC,NADK,NFS1,NME1,NR1H4,NT5C3A,NT5E,NUDT12,NUDT9,PANK1,PARP10,PCTP,PCYT2,PDK3,PDZD3,PI4KA,PIGA,PIPOX,PLAA,PLEKHA8,PNP,PPCS,PPT2,PRKAG3,PSEN1,PTH1R,QPRT,RNASEH2B,RRM2B,SGPP1,SHMT2,SLC44A4,SLC5A8,SMPD2,SMPDL3A,SPTLC2,STARD10,TMEM150A,TPK1,UPP2,UQCRFS1,VCP,VPS9D1,XYLB,ZBTB20	AADAT,ABHD6,ACACA,ACACB,ACOT7,ACSL1,ACSL5,ACSM1,ADCY1,AGPAT2,AK7,ALDH1A1,ALDOC,AMPD3,ANGPTL3,APOC1,BAAT,CASK,CLN3,COX6B2,COX7A1,ELOVL2,ELOVL6,ETNK1,FABP5,FASN,FBP2,GDPD1,GDPD3,GFPT2,GPAT3,GPER1,GRK3,GUCA2A,GUCY1A1,HK2,IGF1,IMPA2,KYNU,LDLR,LHPP,MAGI3,MBOAT2,NNMT,NPR2,NT5C3B,NUDT18,NUPR1,ORMDL3,PAPSS2,PDE8B,PDK1,PDXK,PFKFB3,PGM2L1,PID1,PKM,PLA2G15,PLA2G4A,PLA2G5,PLA2G7,PLAAT3,PLBD1,PLCB4,PLCE1,PLPP5,PLPPR4,PNPLA3,PNPLA7,PPARGC1A,PYGL,RRM1,SCD,SCD5,SHMT1,SLC22A13,SLC27A1,SLC44A1,TKT,TMEM86B,TMSB4X,XDH
GO: Biological Process	GO:0015711	organic anion transport	GeneOntologyBiologicalProcess_GO:0015711_organic anion transport	3.3828282580025006	10.0	10.0	10.0	ABCC3,ARG2,CA5A,CEACAM1,SLC16A4,SLC17A2,SLC22A13,SLC4A11,SLC5A6,SLC7A8,STRA6,TRH	ARL6IP1,CA4,CA9,CD36,MAP2K6,NR1H4,PLEKHA8,SLC10A1,SLC16A14,SLC17A1,SLC17A3,SLC22A12,SLC22A2,SLC22A6,SLC25A21,SLC35D2,SLC47A1,SLC51A,SLC5A8,SLC6A9,SLC7A13,SLCO3A1,SLCO4C1	ABCC2,ARL6IP1,BDNF,CA4,CA9,CD36,FOLR1,GLS,HNF1A,MAP2K6,MFSD2A,MYC,NR1H4,PLEKHA8,PSAP,PSEN1,SLC10A1,SLC16A1,SLC16A14,SLC16A6,SLC17A1,SLC17A3,SLC1A1,SLC1A4,SLC22A12,SLC22A2,SLC22A6,SLC25A21,SLC25A25,SLC25A30,SLC33A1,SLC35B1,SLC35D2,SLC38A6,SLC44A4,SLC47A1,SLC51A,SLC52A2,SLC52A3,SLC5A8,SLC66A1,SLC6A15,SLC6A9,SLC7A13,SLC9A3R1,SLCO3A1,SLCO4C1,STARD10	ABCC1,ABCC3,ABCC4,ARG2,ATP1A2,ATP8B1,CA13,CA3,CA5A,CEACAM1,CLN3,NTRK2,PDPN,PLA2G4A,PLA2G5,PPFIA4,PTGER3,PTGES,RBP4,SLC16A4,SLC16A7,SLC17A2,SLC1A3,SLC1A5,SLC22A13,SLC27A1,SLC36A2,SLC43A1,SLC4A11,SLC4A8,SLC5A12,SLC5A6,SLC6A12,SLC6A17,SLC7A2,SLC7A6,SLC7A7,SLC7A8,SLC7A9,STRA6,STXBP1,TRH
GO: Biological Process	GO:0046942	carboxylic acid transport	GeneOntologyBiologicalProcess_GO:0046942_carboxylic acid transport	3.126129236599639	10.0	10.0	10.0	ABCC3,ARG2,CEACAM1,SLC16A4,SLC17A2,SLC22A13,SLC5A6,SLC7A8,STRA6,TRH	ARL6IP1,CD36,MAP2K6,NR1H4,SLC10A1,SLC16A14,SLC17A1,SLC17A3,SLC22A2,SLC22A6,SLC25A21,SLC35D2,SLC47A1,SLC51A,SLC5A8,SLC6A9,SLC7A13,SLCO3A1	ABCC2,ARL6IP1,BDNF,CD36,FOLR1,GLS,HNF1A,MAP2K6,MYC,NR1H4,PSAP,PSEN1,SLC10A1,SLC16A1,SLC16A14,SLC16A6,SLC17A1,SLC17A3,SLC1A1,SLC1A4,SLC22A2,SLC22A6,SLC25A21,SLC25A30,SLC35D2,SLC38A6,SLC47A1,SLC51A,SLC5A8,SLC66A1,SLC6A15,SLC6A9,SLC7A13,SLC9A3R1,SLCO3A1,STARD10	ABCC1,ABCC3,ABCC4,ARG2,ATP1A2,ATP8B1,CEACAM1,CLN3,NTRK2,PDPN,PLA2G4A,PLA2G5,PPFIA4,PTGES,RBP4,SLC16A4,SLC16A7,SLC17A2,SLC1A3,SLC1A5,SLC22A13,SLC27A1,SLC36A2,SLC43A1,SLC5A12,SLC5A6,SLC6A12,SLC6A17,SLC7A2,SLC7A6,SLC7A7,SLC7A8,SLC7A9,STRA6,STXBP1,TRH
GO: Biological Process	GO:0044272	sulfur compound biosynthetic process	GeneOntologyBiologicalProcess_GO:0044272_sulfur compound biosynthetic process	5.823372871801214	5.44507610653833	10.0	10.0	ACSL1,B3GNT7,BHMT,ELOVL2,ELOVL6,GSTA2,GSTA4,GSTO1,MGST1,SCD,ST3GAL2	ACAT1,ACSS2,CBS,CHST11,CHST7,CNDP2,CSAD,CSGALNACT1,GGCT,GGT1,HACD2,PPT2,SLC35D2	ACAT1,ACSS2,AKR1A1,B4GALT1,B4GALT5,BHMT2,CBS,CHAC2,CHST11,CHST7,CHSY1,CNDP2,CSAD,CSGALNACT1,GCLC,GCLM,GGCT,GGT1,GSS,HACD2,PDK3,PPCS,PPT2,SLC1A1,SLC35D2,ST3GAL3,TPK1	ACACA,ACACB,ACSL1,ACSL5,ANGPT1,B3GNT7,BHMT,CHST12,DCN,ELOVL2,ELOVL6,FASN,GGT6,GSTA2,GSTA4,GSTM2,GSTO1,LUM,MGST1,MGST3,OGN,PAPSS2,PDK1,SCD,SCD5,ST3GAL2
GO: Biological Process	GO:1901615	organic hydroxy compound metabolic process	GeneOntologyBiologicalProcess_GO:1901615_organic hydroxy compound metabolic process	3.9916967535378123	5.941491364991083	10.0	10.0	ALDH1A2,ALDH1B1,ANGPTL3,APOE,BAAT,CYP1A1,DIO1,ELOVL6,GC,GDPD1,HAO2,MAOA,MYOF,SCD,SPTLC3,TGFB2	ACSS2,ADH1A,ALDH3A2,AMACR,APOA4,CPQ,CYB5R3,CYP2E1,CYP7B1,DEGS2,DHDDS,EPHX2,FMO5,HTT,IDI1,LDHD,MOGAT1,MVD,NR1H4,PCTP,PECR,PTGR1,SGPP1,SRD5A1,TSKU	ACSS2,ADH1A,AKR1A1,AKR1D1,AKR7A2,ALDH3A2,AMACR,APOA4,COMT,CPQ,CYB5R3,CYP27A1,CYP2E1,CYP7B1,DAO,DEGS2,DHDDS,DHFR,DHRS4,EPHX2,FAH,FDX1,FGF1,FGFR4,FMO5,GDE1,GK5,HMGCS1,HNF1A,HPN,HTT,IDI1,INPP5B,LBR,LDHA,LDHD,MOGAT1,MRS2,MVD,NR1H4,OSBPL9,PCTP,PECR,PTGR1,PTH1R,RDH10,RDH5,SGPP1,SLC1A1,SLC27A2,SPR,SPTLC2,SRD5A1,SRD5A2,TRPC1,TSKU,TTR	ABCA1,ACACA,ACACB,ALDH1A1,ALDH1A2,ALDH1B1,ALDH3B2,ANGPTL3,APOC1,APOE,ATP8B1,BAAT,CTSK,CYP1A1,CYP39A1,CYP4V2,DDC,DHRS3,DIO1,DKK3,ELOVL6,EPHX1,FASN,FGL1,GATA3,GC,GDPD1,GDPD3,GPER1,GRK3,HAO2,HDC,IGF1,IMPA2,INSIG1,LDLR,LEPR,LIPE,LRAT,MAOA,MAOB,MYOF,PDXK,PLA2G4A,PLCB4,PLCE1,PLTP,PMP22,PNPLA2,RBP4,RDH11,RDH16,REST,SCD,SNAI2,SPTLC3,TGFB2,WNT5A
GO: Biological Process	GO:0072330	monocarboxylic acid biosynthetic process	GeneOntologyBiologicalProcess_GO:0072330_monocarboxylic acid biosynthetic process	4.325508872532542	4.628856017666692	10.0	10.0	ACOT7,ALDH1A2,BAAT,CBR1,CEACAM1,CYP1A1,ELOVL2,ELOVL6,HPGD,SCD	ACSM2B,ACSM3,ACSS2,AMACR,APOA4,CYP2E1,CYP7B1,EPHX2,HACD2,HTT,NR1H4,PECR,PRKAG3	ABCD3,ABHD3,ACMSD,ACSM2B,ACSM3,ACSS2,AKR1D1,ALDH8A1,AMACR,APOA4,CYP27A1,CYP2E1,CYP7B1,EPHX2,FGFR4,HACD2,HNF1A,HTT,LDHA,LPL,MLXIPL,NR1H4,OSBPL9,PECR,PRKAG3,RDH10,SLC27A2,XBP1	ACACA,ACACB,ACOT7,ACSM1,ADIPOQ,ALDH1A2,APOC1,BAAT,CBR1,CEACAM1,CYP1A1,CYP39A1,ELOVL2,ELOVL6,FABP5,FASN,GSTM2,HACD4,HPGD,INSIG1,LTC4S,MGLL,PKM,PLA2G4A,PTGDS,PTGES,PTGS1,SCD,SCD5,TBXAS1
GO: Biological Process	GO:0044282	small molecule catabolic process	GeneOntologyBiologicalProcess_GO:0044282_small molecule catabolic process	3.7399453426624425	10.0	10.0	4.843076694460685	AADAT,ACOT7,ALDH1B1,APOE,ARG2,CYP1A1,FABP1,HACL1,HAO2,HPD,KYNU,OAT,PRODH2	AASS,ACAT1,ACOX1,ACOX3,ALDH3A2,AMACR,AMDHD2,APOBEC2,BLMH,CBS,CROT,CSAD,FTCD,GLB1,GPT,HYKK,IDO2,KYAT1,LDHD,NUDT19,PECR,PHYH,PIPOX,SHMT2,SLC25A21,TST,UPP2	AASS,ABCD3,ABHD3,ACADS,ACAT1,ACMSD,ACOX1,ACOX3,ADAL,ADHFE1,AFMID,AGXT2,AHCY,AKR1A1,AKR1D1,ALDH3A2,ALDH8A1,AMACR,AMDHD2,APOBEC2,BCAT1,BLMH,CBS,CDA,CPT2,CROT,CSAD,CYP27A1,DAO,DDAH1,ECHDC2,EHHADH,FAAH,FAH,FTCD,GK5,GLB1,GLS,GLYCTK,GPT,HAAO,HYKK,IDO2,INPP5B,KYAT1,LDHA,LDHD,LPIN1,MFSD2A,NT5C3A,NT5E,NUDT19,NUDT9,PECR,PEX5,PHYH,PIPOX,PNP,QPRT,SHMT2,SLC25A21,SLC27A2,TST,UPP2,XYLB	AADAT,ACACB,ACOT7,ACSL5,ADIPOQ,ALDH1A1,ALDH1B1,ALDH3B2,ALDOC,AMDHD1,APOE,ARG2,ASRGL1,BCAT2,CYP1A1,CYP39A1,FABP1,GLUL,HACL1,HAO2,HDC,HK2,HPD,IMPA2,KYNU,LIPE,NPL,NUDT18,OAT,PGM2L1,PKM,PLA2G15,PON3,PRODH2,SHMT1,UROC1,XDH
GO: Biological Process	GO:0046395	carboxylic acid catabolic process	GeneOntologyBiologicalProcess_GO:0046395_carboxylic acid catabolic process	4.117094520497901	10.0	10.0	4.382889356804891	AADAT,ACOT7,ARG2,FABP1,HACL1,HAO2,HPD,KYNU,OAT,PRODH2	AASS,ACAT1,ACOX1,ACOX3,ALDH3A2,AMACR,AMDHD2,BLMH,CBS,CROT,CSAD,FTCD,GPT,HYKK,IDO2,KYAT1,LDHD,NUDT19,PECR,PHYH,PIPOX,SHMT2,SLC25A21	AASS,ABCD3,ABHD3,ACADS,ACAT1,ACMSD,ACOX1,ACOX3,ADHFE1,AFMID,AGXT2,AHCY,AKR1A1,AKR1D1,ALDH3A2,ALDH8A1,AMACR,AMDHD2,BLMH,CBS,CPT2,CROT,CSAD,DAO,DDAH1,ECHDC2,EHHADH,FAAH,FAH,FTCD,GLS,GPT,HAAO,HYKK,IDO2,KYAT1,LDHD,LPIN1,MFSD2A,NUDT19,PECR,PEX5,PHYH,PIPOX,QPRT,SHMT2,SLC25A21,SLC27A2,XYLB	AADAT,ACACB,ACOT7,ACSL5,ADIPOQ,AMDHD1,ARG2,ASRGL1,CYP39A1,FABP1,GLUL,HACL1,HAO2,HDC,HPD,KYNU,LIPE,NPL,OAT,PLA2G15,PON3,PRODH2,SHMT1,UROC1
GO: Biological Process	GO:0016054	organic acid catabolic process	GeneOntologyBiologicalProcess_GO:0016054_organic acid catabolic process	3.9093014819013208	10.0	10.0	4.415287602956875	AADAT,ACOT7,ARG2,FABP1,HACL1,HAO2,HPD,KYNU,OAT,PRODH2	AASS,ACAT1,ACOX1,ACOX3,ALDH3A2,AMACR,AMDHD2,BLMH,CBS,CROT,CSAD,FTCD,GPT,HYKK,IDO2,KYAT1,LDHD,NUDT19,PECR,PHYH,PIPOX,SHMT2,SLC25A21,TST	AASS,ABCD3,ABHD3,ACADS,ACAT1,ACMSD,ACOX1,ACOX3,ADHFE1,AFMID,AGXT2,AHCY,AKR1A1,AKR1D1,ALDH3A2,ALDH8A1,AMACR,AMDHD2,BCAT1,BLMH,CBS,CPT2,CROT,CSAD,DAO,DDAH1,ECHDC2,EHHADH,FAAH,FAH,FTCD,GLS,GPT,HAAO,HYKK,IDO2,KYAT1,LDHD,LPIN1,MFSD2A,NUDT19,PECR,PEX5,PHYH,PIPOX,QPRT,SHMT2,SLC25A21,SLC27A2,TST,XYLB	AADAT,ACACB,ACOT7,ACSL5,ADIPOQ,AMDHD1,ARG2,ASRGL1,BCAT2,CYP39A1,FABP1,GLUL,HACL1,HAO2,HDC,HPD,KYNU,LIPE,NPL,OAT,PLA2G15,PON3,PRODH2,SHMT1,UROC1
GO: Biological Process	GO:1901605	alpha-amino acid metabolic process	GeneOntologyBiologicalProcess_GO:1901605_alpha-amino acid metabolic process	3.3087952801338227	10.0	10.0	3.814618419864051	AADAT,ARG2,BAAT,BHMT,HPD,KYNU,OAT,PRODH2	AASS,ACAT1,ASPG,BLMH,CBS,CSAD,DGLUCY,FTCD,GGT1,GPT,HTT,HYKK,IDO2,KYAT1,NR1H4,ODC1,PIPOX,SHMT2,SLC25A21,TST	AASS,ACAT1,ACMSD,ADHFE1,AFMID,AGXT2,AHCY,ALDH8A1,ASPG,BHMT2,BLMH,CBS,COMT,CSAD,CTPS1,DAO,DDAH1,DGLUCY,DHFR,FAH,FTCD,GCLC,GCLM,GGT1,GLS,GPT,HAAO,HTT,HYKK,IDO2,KYAT1,NR1H4,ODC1,PIPOX,PLOD2,SHMT2,SLC25A21,SPR,TST,TXNRD1	AADAT,ALDH18A1,AMDHD1,ARG2,ASRGL1,BAAT,BCAT2,BHMT,CLN3,GFPT2,GLUL,HPD,KYAT3,KYNU,NOX4,OAT,PRODH2,SHMT1,SLC7A7,UROC1
GO: Biological Process	GO:0009063	cellular amino acid catabolic process	GeneOntologyBiologicalProcess_GO:0009063_cellular amino acid catabolic process	3.465185439549813	10.0	10.0	3.1092239472157575	AADAT,ARG2,HPD,KYNU,OAT,PRODH2	AASS,BLMH,CBS,CSAD,FTCD,GPT,HYKK,IDO2,KYAT1,PIPOX,SHMT2,SLC25A21	AASS,ACMSD,ADHFE1,AFMID,AGXT2,AHCY,ALDH8A1,BLMH,CBS,CSAD,DAO,DDAH1,FAH,FTCD,GLS,GPT,HAAO,HYKK,IDO2,KYAT1,PIPOX,SHMT2,SLC25A21	AADAT,AMDHD1,ARG2,ASRGL1,GLUL,HDC,HPD,KYNU,OAT,PRODH2,SHMT1,UROC1
GO: Biological Process	GO:1901606	alpha-amino acid catabolic process	GeneOntologyBiologicalProcess_GO:1901606_alpha-amino acid catabolic process	3.8528932437648518	10.0	10.0	2.620585866015089	AADAT,ARG2,HPD,KYNU,OAT,PRODH2	AASS,ACAT1,BLMH,CBS,CSAD,GPT,HYKK,IDO2,KYAT1,PIPOX,SHMT2,SLC25A21	AASS,ACAT1,ACMSD,ADHFE1,AFMID,AGXT2,AHCY,ALDH8A1,BLMH,CBS,CSAD,DAO,DDAH1,FAH,GLS,GPT,HAAO,HYKK,IDO2,KYAT1,PIPOX,SHMT2,SLC25A21	AADAT,ARG2,ASRGL1,BCAT2,GLUL,HPD,KYNU,OAT,PRODH2,SHMT1
GO: Biological Process	GO:0006066	alcohol metabolic process	GeneOntologyBiologicalProcess_GO:0006066_alcohol metabolic process	0.0	4.873757794144182	10.0	10.0		ACSS2,ADH1A,ALDH3A2,APOA4,CYB5R3,CYP7B1,DEGS2,DHDDS,EPHX2,FMO5,IDI1,MOGAT1,MVD,NR1H4,PCTP,PECR,SGPP1,TSKU	ACSS2,ADH1A,AKR1A1,AKR1D1,AKR7A2,ALDH3A2,APOA4,CYB5R3,CYP27A1,CYP7B1,DEGS2,DHDDS,DHFR,DHRS4,EPHX2,FDX1,FGF1,FGFR4,FMO5,GDE1,GK5,HMGCS1,HNF1A,IDI1,INPP5B,LBR,MOGAT1,MVD,NR1H4,PCTP,PECR,PTH1R,RDH10,RDH5,SGPP1,SPR,SPTLC2,TSKU,TTR	ABCA1,ACACA,ACACB,ALDH1A1,ALDH1A2,ALDH1B1,ALDH3B2,ANGPTL3,APOC1,APOE,CYP1A1,CYP39A1,DHRS3,DKK3,ELOVL6,EPHX1,FASN,FGL1,GDPD1,GDPD3,GPER1,GRK3,IGF1,IMPA2,INSIG1,LDLR,LEPR,LIPE,LRAT,MYOF,PLA2G4A,PLCB4,PLCE1,PMP22,PNPLA2,RBP4,RDH11,RDH16,REST,SCD,SPTLC3
GO: Biological Process	GO:0006720	isoprenoid metabolic process	GeneOntologyBiologicalProcess_GO:0006720_isoprenoid metabolic process	0.0	10.0	10.0	3.7875707964993737		ADH1A,ALDH3A2,AMACR,APOA4,BCO2,CYP2E1,DHDDS,IDI1,MVD,PDSS1,PECR,PHYH,SDC2,SRD5A1	ADH1A,ALDH3A2,ALDH8A1,AMACR,APOA4,BCO2,CYP2E1,DHDDS,GPC4,HMGCS1,IDI1,LPL,MVD,PDSS1,PECR,PEX5,PHYH,RDH10,RDH5,SDC2,SRD5A1,TTR	ABCA4,ALDH1A1,ALDH1A2,APOE,CYP1A1,CYP4V2,DHRS3,GPC1,GPC3,LIPE,LRAT,PNPLA2,RBP4,RDH11,RDH16,STRA6
GO: Biological Process	GO:0006520	cellular amino acid metabolic process	GeneOntologyBiologicalProcess_GO:0006520_cellular amino acid metabolic process	0.0	10.0	10.0	3.7495809969701717		AASS,ACAT1,ASPG,BLMH,CBS,CSAD,DGLUCY,FTCD,GGT1,GPT,HTT,HYKK,IDO2,KYAT1,NR1H4,ODC1,PEPD,PIPOX,SHMT2,SLC25A21,TST	AASS,ACAT1,ACMSD,ADHFE1,AFMID,AGXT2,AHCY,ALDH8A1,ASPG,BCAT1,BHMT2,BLMH,CBS,COMT,CSAD,CTPS1,DALRD3,DAO,DDAH1,DGLUCY,DHFR,FAH,FARSB,FTCD,GCLC,GCLM,GGT1,GLS,GPT,GSS,HAAO,HTT,HYKK,IDO2,KYAT1,NR1H4,ODC1,PEPD,PIPOX,PLOD2,PM20D1,PSME4,RARS2,SHMT2,SLC25A21,SPR,TST,TXNRD1	AADAT,ALDH18A1,AMDHD1,ARG2,ASRGL1,BAAT,BCAT2,BHMT,CLN3,DDC,DIO1,FOLH1,GFPT2,GLUL,HDC,HPD,KYAT3,KYNU,NAALAD2,NOX4,OAT,PRODH2,PSMB10,PSMB9,SHMT1,SLC1A3,SLC7A7,UROC1
GO: Biological Process	GO:0006753	nucleoside phosphate metabolic process	GeneOntologyBiologicalProcess_GO:0006753_nucleoside phosphate metabolic process	0.0	10.0	10.0	3.120569626002129		AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,ASPDH,COASY,CROT,CYCS,DNPH1,GPX1,HACD2,IDO2,LDHD,ME1,MPP1,MVD,PANK1,PARP10,PIPOX,PPT2,PRKAG3,SHMT2,SLC5A8,SMPDL3A,UPP2,ZBTB20	AASS,ACAT1,ACMSD,ACOT12,ACSM2B,ACSM3,ACSS2,ADAL,AFMID,AK2,ASPDH,ATP5F1D,BDNF,CDA,COASY,CROT,CTPS1,CYCS,DNPH1,EHHADH,FAR1,GMPR,GPX1,GUCA2B,HAAO,HACD2,HMGCS1,IDO2,LDHA,LDHD,ME1,MLXIPL,MPP1,MVD,MYC,NADK,NME1,NT5C3A,NT5E,NUDT12,NUDT9,PANK1,PARP10,PDK3,PDZD3,PIPOX,PNP,PPCS,PPT2,PRKAG3,PSEN1,QPRT,RNASEH2B,RRM2B,SHMT2,SLC5A8,SMPDL3A,UPP2,UQCRFS1,VCP,VPS9D1,ZBTB20	AADAT,ACACA,ACACB,ACOT7,ACSL1,ACSL5,ACSM1,ADCY1,AK7,ALDOC,AMPD3,BAAT,CASK,COX6B2,COX7A1,ELOVL2,ELOVL6,FASN,GUCA2A,GUCY1A1,HK2,IGF1,KYNU,LHPP,MAGI3,NNMT,NPR2,NT5C3B,NUDT18,NUPR1,PAPSS2,PDE8B,PDK1,PFKFB3,PGM2L1,PID1,PKM,PPARGC1A,RRM1,SCD,SCD5,SHMT1,SLC22A13,TMSB4X,XDH
GO: Biological Process	GO:0033875	ribonucleoside bisphosphate metabolic process	GeneOntologyBiologicalProcess_GO:0033875_ribonucleoside bisphosphate metabolic process	4.268009267078945	10.0	4.991009411782079	3.6512997703308785	AADAT,ACOT7,ACSL1,BAAT,ELOVL2,ELOVL6,KYNU,SCD	AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,COASY,CROT,HACD2,MVD,PANK1,PIPOX,PPT2	AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,COASY,CROT,EHHADH,FAR1,HACD2,HMGCS1,MVD,PANK1,PDK3,PIPOX,PPCS,PPT2	AADAT,ACACA,ACACB,ACOT7,ACSL1,ACSL5,ACSM1,BAAT,ELOVL2,ELOVL6,FASN,KYNU,PAPSS2,PDK1,SCD,SCD5
GO: Biological Process	GO:0033865	nucleoside bisphosphate metabolic process	GeneOntologyBiologicalProcess_GO:0033865_nucleoside bisphosphate metabolic process	4.268009267078945	10.0	4.991009411782079	3.6512997703308785	AADAT,ACOT7,ACSL1,BAAT,ELOVL2,ELOVL6,KYNU,SCD	AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,COASY,CROT,HACD2,MVD,PANK1,PIPOX,PPT2	AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,COASY,CROT,EHHADH,FAR1,HACD2,HMGCS1,MVD,PANK1,PDK3,PIPOX,PPCS,PPT2	AADAT,ACACA,ACACB,ACOT7,ACSL1,ACSL5,ACSM1,BAAT,ELOVL2,ELOVL6,FASN,KYNU,PAPSS2,PDK1,SCD,SCD5
