symbol,M_0,M_2,M_4,M_8,M_79,F_0,F_2,F_4,F_8,F_79,cluster,color
Nat8f5,-0.48,-0.51,-0.21,2.74,0.3,-0.48,-0.51,-0.47,0.01,-0.39,3,#00FF33FF
Nat8,-0.78,-0.86,0.67,2.11,1.1,-0.76,-0.86,-0.31,0.07,-0.4,1,#FF9900FF
Nat8f2,-0.39,-0.86,0.23,2.3,1.14,-0.5,-0.87,-0.56,-0.2,-0.29,3,#00FF33FF
Gata2,1,-0.3,-0.46,-1.42,-1.29,1.18,1,-0.59,1.11,-0.24,6,#9900FFFF
Eefsec,-1.31,-0.71,-0.04,0.55,2.02,-0.34,-0.61,-0.38,-0.44,1.26,2,#99FF00FF
Mgll,-1.49,-0.25,0.04,-0.22,0.06,-1.26,0.24,-0.22,1.26,1.83,5,#0033FFFF
Uroc1,-1.15,-0.99,0.45,0.04,0.47,-1.16,-1.01,1.35,1.2,0.8,5,#0033FFFF
Slc41a3,-1.45,0.32,-0.9,-1.46,0.41,0.32,0.61,0.11,0.3,1.76,6,#9900FFFF
Fbln2,1.61,0.67,-0.65,-0.9,-0.78,1.63,0.4,-0.67,-0.73,-0.57,4,#00FFFFFF
Gm44220,0.86,-0.3,-1.74,-1.03,0.48,-0.46,-0.06,-0.27,0.86,1.67,5,#0033FFFF
Mitf,0.49,1.32,-0.78,-1.33,-0.96,-1.06,1.5,0.12,0.54,0.17,6,#9900FFFF
Eif4e3,-0.66,1.16,-1.03,-1.1,-0.95,-0.4,1.24,-0.17,1.44,0.48,6,#9900FFFF
Pdzrn3,1.27,-0.11,-0.32,1.17,0.41,1.39,-0.55,-1.02,-1.17,-1.06,2,#99FF00FF
Edem1,-1.07,-0.71,0.71,1.72,1.22,-1.29,-0.83,0,0.13,0.11,1,#FF9900FF
Srgap3,0.88,-0.64,-1.71,-1.61,0.05,0.73,0.68,0,0.7,0.9,6,#9900FFFF
Rpusd3,-1.51,-0.95,1.29,1.11,1.12,-0.88,-0.75,0.39,-0.2,0.38,1,#FF9900FF
Cidec,-0.56,-0.53,-0.39,-0.26,-0.05,-0.56,-0.17,-0.55,2.72,0.36,5,#0033FFFF
Creld1,-1.47,-0.81,0.22,0.63,1.28,-0.15,-0.73,-0.66,-0.09,1.77,2,#99FF00FF
Fancd2os,-1.04,-0.74,1.29,1.88,0.13,-1.09,-0.62,0.47,0.28,-0.54,1,#FF9900FF
Pparg,-0.44,-0.57,-0.39,-0.6,0.15,-0.59,0.41,-0.71,2.63,0.11,5,#0033FFFF
Mkrn2os,-1.08,-0.96,0.53,1.83,0.94,-1.03,-1.03,0.1,0.4,0.29,1,#FF9900FF
Cand2,0.14,-0.45,-0.93,-0.9,-0.15,2.15,-0.52,-0.73,0.12,1.29,4,#00FFFFFF
Fxyd4,-1.14,-1.22,0.48,0.26,0.12,-1.3,-0.39,1.17,1.58,0.44,5,#0033FFFF
Wnt5b,-1.42,-0.64,0.88,0.16,-0.11,-0.89,-0.52,-0.43,1.74,1.23,5,#0033FFFF
Tuba8,-1.02,-0.75,-0.16,-0.27,0.46,-1.04,-0.34,-0.21,2.03,1.31,5,#0033FFFF
Slc6a12,-1.49,-0.48,0.26,-1.06,0.26,-1.15,0.74,0.58,1.59,0.74,5,#0033FFFF
Mfap5,0.67,2.3,-0.65,-0.74,-0.8,0.53,0.52,-0.64,-0.52,-0.66,6,#9900FFFF
C3ar1,-0.62,1.54,-1.1,-1.1,0.93,-0.63,-0.18,-0.27,-0.13,1.57,6,#9900FFFF
Pex5,-1.52,-0.9,0.22,0.67,1.46,-0.24,-0.8,-0.14,-0.32,1.57,2,#99FF00FF
Clstn3,1.42,-0.87,-0.78,-0.82,-0.41,1.64,-0.31,-1.05,0.91,0.25,4,#00FFFFFF
C1ra,-0.86,0.71,-0.9,-1.15,0.81,0.17,0.1,-0.79,-0.17,2.07,6,#9900FFFF
C1s1,1.3,1.48,-1.11,-1.27,-0.73,0.75,0.71,-0.58,-0.58,0.04,4,#00FFFFFF
Spsb2,-1.31,-0.89,0.79,1.49,1.56,-0.8,-0.7,-0.19,-0.14,0.2,1,#FF9900FF
Cdca3,1.14,0.63,0.01,-0.93,-0.98,1.5,1.04,-0.46,-0.97,-0.98,4,#00FFFFFF
Plekhg6,-0.7,-1.42,0.3,-0.86,0.77,0.12,-1.05,0.09,1.08,1.67,5,#0033FFFF
Ntf3,-0.4,1.5,-0.11,-1.04,-1.03,-0.15,2,0.01,-0.14,-0.64,6,#9900FFFF
Parp11,0.67,0.65,-0.76,1.55,0.41,-0.46,1.13,-1.01,-1.29,-0.88,3,#00FF33FF
Tulp3,0.74,-0.28,-0.25,-0.06,1.86,1.14,-0.54,-0.75,-1.63,-0.23,2,#99FF00FF
Fkbp4,-0.47,-1.05,0.18,1.69,0.28,0.83,-1.39,-0.62,-0.62,1.16,2,#99FF00FF
Pzp,-0.26,-0.51,-0.43,1.42,2.28,-0.42,-0.51,-0.52,-0.52,-0.52,1,#FF9900FF
Clec2h,-1.21,-0.81,-0.19,0.12,0.91,-1.22,-0.68,0.37,1.72,0.99,5,#0033FFFF
Gm44120,-0.6,0.89,-0.05,-0.02,-0.9,-1.8,0.61,1.81,0.32,-0.26,7,#FF0099FF
Kap,-1.06,-0.55,0.6,2.15,0.93,-1.06,-0.62,0.07,0.01,-0.47,1,#FF9900FF
Etv6,-0.53,-0.75,1.09,2.2,0.31,-0.7,-1.22,-0.23,-0.12,-0.04,1,#FF9900FF
Mansc1,0.44,1.29,0.07,-1.3,-1.6,0.17,1.46,0.41,-0.24,-0.7,6,#9900FFFF
Apold1,2.27,-0.14,-0.5,-0.45,-0.69,1.27,0.16,-0.52,-0.67,-0.72,4,#00FFFFFF
Plbd1,-1.43,-0.19,-0.24,-0.41,0.22,-1.24,0.01,0.16,1.27,1.86,5,#0033FFFF
H2aj,-0.73,-0.65,-0.49,0.39,1.34,-0.14,-0.83,-0.58,-0.45,2.15,2,#99FF00FF
Arhgdib,0.25,-0.39,-1.07,-1.6,-0.55,0.61,1.04,-0.67,1.31,1.07,6,#9900FFFF
Ptpro,0.16,1.77,-0.88,-1.66,-0.45,0.9,0.58,-0.07,-0.85,0.49,6,#9900FFFF
Mgst1,-0.71,0.21,-0.6,0.01,-0.79,-1.12,0.4,0.27,2.44,-0.11,5,#0033FFFF
Pde3a,1.75,0.89,-0.77,-0.92,-0.77,1.3,0.42,-0.48,-0.71,-0.7,4,#00FFFFFF
Slco1a1,-0.48,-0.48,-0.4,2.19,1.56,-0.48,-0.48,-0.48,-0.48,-0.48,3,#00FF33FF
Slco1a6,-1.12,-0.95,-0.11,0.71,0.25,-1.21,-0.88,1.04,1.56,0.71,5,#0033FFFF
Kcnj8,1,0.29,-0.55,-0.32,-0.71,2.29,0.26,-0.77,-0.82,-0.66,4,#00FFFFFF
Cmas,-0.59,-0.73,1.27,2.1,0.05,-0.63,-0.99,0.38,-0.11,-0.75,1,#FF9900FF
St8sia1,-1.01,-0.95,0.92,1.52,1.34,-1.04,-0.96,-0.17,0.02,0.33,1,#FF9900FF
Etnk1,-0.69,-0.38,0.07,-0.82,-0.69,-0.89,-0.72,1.67,1.48,0.97,7,#FF0099FF
Bcat1,-0.93,-0.97,1.52,1.54,0.87,-0.94,-0.87,0.06,0.06,-0.34,1,#FF9900FF
Itpr2,-1.6,0.06,0.37,-0.45,0.4,-1.68,-0.07,1.12,0.67,1.18,7,#FF0099FF
Tm7sf3,-0.5,-1.04,0.51,1.92,1.34,-0.68,-1.2,-0.13,-0.19,-0.03,1,#FF9900FF
Med21,-0.54,-0.36,0.99,2.25,0.06,-1.05,-0.4,0.08,0.08,-1.11,1,#FF9900FF
Ccdc91,-1.47,-0.75,0.47,1.49,1.2,-1.18,-0.72,0.21,0.09,0.65,1,#FF9900FF
Tmtc1,-0.02,-0.23,-1.06,-1.21,0.82,-1.15,-0.19,0.12,1.35,1.57,5,#0033FFFF
Resf1,1.96,-0.41,-0.73,1.12,-0.19,1.04,-0.92,-0.53,-0.44,-0.89,3,#00FF33FF
Leng8,-0.28,-0.36,-0.5,-0.63,0.94,2.27,-0.56,-0.59,-0.98,0.7,4,#00FFFFFF
Cdc42ep5,-0.73,0.76,-0.71,-1.36,-0.34,1.55,1.3,-0.85,-0.32,0.7,4,#00FFFFFF
Tmem86b,-1.35,-0.71,0.42,-0.2,0.26,-1.34,-0.62,1.07,1.17,1.3,5,#0033FFFF
Kmt5c,-0.87,0.01,0.27,-0.39,-0.19,2.47,0.24,-0.75,-1.09,0.3,4,#00FFFFFF
Cox6b2,-0.1,1.49,0.57,-1.26,-1.15,0.08,1.62,0.02,-0.81,-0.46,6,#9900FFFF
Shisa7,-0.25,-1.19,0.53,-1.14,0.73,-0.17,-1.08,-0.28,1.23,1.61,5,#0033FFFF
Epn1,-1.49,-0.75,0.97,1.02,1.29,-0.97,-0.95,0.12,-0.08,0.84,1,#FF9900FF
Zfp667,1.36,0.3,-1.17,-0.86,-0.48,-0.43,0.9,-0.98,1.63,-0.28,6,#9900FFFF
Peg3,1.78,0.14,-0.59,-0.68,-0.69,1.83,0.07,-0.54,-0.64,-0.67,4,#00FFFFFF
Selenow,1.23,0.68,-0.18,-1.36,-1.79,1.07,0.68,-0.03,0.24,-0.54,6,#9900FFFF
Slc1a5,1.46,-0.66,0.59,-1.51,-1.18,1.11,-0.88,0.24,0.54,0.27,4,#00FFFFFF
Ptgir,-1.31,1.53,-0.69,-0.43,0,-1.15,1.31,-0.56,0.42,0.88,6,#9900FFFF
Apoc1,0.59,-0.64,-0.79,-0.87,-0.43,0.47,0.32,-0.65,2.4,-0.4,5,#0033FFFF
Apoe,-1.05,0.78,-0.91,-1.01,0.12,-0.54,0.83,-0.32,0.03,2.08,6,#9900FFFF
Bcam,-0.7,-0.35,-0.73,-0.76,0.68,1.75,-0.22,-0.76,-0.56,1.67,2,#99FF00FF
Cblc,-1.02,-0.76,-0.07,0.31,2.24,-0.55,-0.74,-0.3,-0.23,1.12,2,#99FF00FF
Ethe1,-1.11,-0.85,0.2,1.29,1.8,-1.08,-0.84,0.36,-0.1,0.33,1,#FF9900FF
Pafah1b3,0.9,-0.18,-0.5,-0.89,-0.72,2.45,0.02,-0.67,-0.36,-0.06,4,#00FFFFFF
Lipe,-0.84,-0.93,-0.38,0.01,1.22,-0.6,-0.54,-0.8,0.98,1.88,5,#0033FFFF
Ceacam1,-1.3,-0.84,0.2,0.23,0.76,-1.38,-0.72,0.52,1.3,1.24,5,#0033FFFF
Ceacam2,-0.77,-0.77,-0.53,-0.22,0.27,-0.77,-0.77,0.04,1.89,1.63,5,#0033FFFF
Erich4,-1.23,-0.9,0.65,1.58,1.17,-1.19,-0.87,0.2,0.35,0.24,1,#FF9900FF
Cyp2a4,-0.7,-0.7,-0.66,1.43,1.95,-0.7,-0.7,-0.66,0.22,0.52,1,#FF9900FF
Cyp2f2,-1.3,-0.26,-0.55,0.2,1.48,-1.34,-0.07,-0.39,1.5,0.73,5,#0033FFFF
Gm15883,-1.15,-0.8,0,1.35,1.77,-1.16,-0.74,0.14,0.38,0.22,1,#FF9900FF
Cox7a1,-1.34,-0.8,0.88,0.24,-0.15,-1.35,-0.22,0.74,1.81,0.18,5,#0033FFFF
Syne4,-0.97,-1.42,0.76,1.22,1.13,0.27,-1.37,-0.25,-0.2,0.81,1,#FF9900FF
Prodh2,-1.62,0.19,0.72,-0.53,-0.59,-1.47,0.82,0.91,1.17,0.39,7,#FF0099FF
Upk1a,0.01,-0.69,-0.93,-0.53,-0.02,0.27,0.6,-1.18,2.35,0.12,5,#0033FFFF
Fxyd1,-0.44,1.66,-0.78,-1.08,-1.03,-0.09,0.86,-0.55,1.48,-0.04,6,#9900FFFF
Hpn,-1.44,-0.89,0.8,1.44,0.98,-1.13,-0.78,0.02,0.27,0.71,1,#FF9900FF
Pepd,-1.23,-0.79,0.7,1.8,1.05,-1.21,-0.65,0.15,0.29,-0.11,1,#FF9900FF
Rhpn2,1.02,-1.03,-1.16,-1.04,0.47,1.22,-0.38,-0.94,0.73,1.1,4,#00FFFFFF
Slc7a9,-1.48,-0.69,0.44,0.1,0.58,-1.53,-0.46,0.7,1.22,1.11,5,#0033FFFF
Nudt19,-0.95,-0.78,1.16,2.08,0.58,-0.89,-0.8,-0.15,-0.08,-0.15,1,#FF9900FF
Plekhf1,-1.36,-0.61,0.51,0.98,1.84,-0.17,-0.88,-0.66,-0.48,0.85,2,#99FF00FF
2610021A01Rik,0.69,1.09,-1.22,-1.47,-1.14,0.02,0.91,0,1.25,-0.12,6,#9900FFFF
Klk8,1.7,0.14,-0.31,-0.76,-0.82,1.84,0.2,-0.66,-0.66,-0.68,4,#00FFFFFF
Aspdh,-1.11,-0.83,0.75,1.95,0.82,-1.09,-0.87,0.11,0.29,-0.03,1,#FF9900FF
2310016G11Rik,-1.1,-0.84,1.05,1.9,0.52,-1.08,-0.85,0.39,0.18,-0.17,1,#FF9900FF
Aldh16a1,-1.18,-0.76,0.03,-0.05,1.44,0.45,-0.81,-0.57,-0.43,1.89,2,#99FF00FF
Hsd17b14,-0.52,-0.16,-0.52,-0.97,-0.46,-0.31,-0.11,0.13,0.24,2.67,5,#0033FFFF
Bcat2,-1.26,-0.85,0.67,0.32,-0.4,-1.19,-0.65,1.1,1.57,0.69,5,#0033FFFF
Dbp,-1.45,-0.45,1.3,-0.04,0.55,-1.44,-0.57,0.02,1.32,0.77,5,#0033FFFF
Emp3,1.06,1.29,-0.6,-1.15,-0.88,1.25,0.96,-0.6,-0.77,-0.57,4,#00FFFFFF
Ush1c,-1.35,-0.77,0.8,1.99,0.74,-1.11,-0.41,-0.14,0.06,0.19,1,#FF9900FF
Ldha,0.23,-1.43,0.97,1.74,0.7,0.52,-1,-0.34,-0.45,-0.93,3,#00FF33FF
Nav2,0.75,1.61,-0.64,-1.06,-0.9,0.42,1.5,-0.3,-0.65,-0.74,6,#9900FFFF
Htatip2,-1.06,-0.96,0.08,1.86,1.03,-1.02,-0.93,0.02,0.55,0.44,1,#FF9900FF
Gas2,-0.91,-0.95,0.8,1.93,1,-1.06,-0.73,0.15,0.2,-0.43,1,#FF9900FF
Snrpn,-0.86,-0.93,0.26,1.94,1.24,-1.07,-0.83,-0.18,0.41,0.01,1,#FF9900FF
Chsy1,1.86,0.64,-0.36,0,-0.81,0.96,0.53,-0.47,-0.91,-1.45,4,#00FFFFFF
Lrrc28,-0.97,-0.95,0.58,1.79,1.24,-1.12,-0.88,-0.01,0.26,0.05,1,#FF9900FF
Gm42397,-1.16,-0.81,1.43,1.43,0.59,-1.17,-0.8,0.64,0.16,-0.31,1,#FF9900FF
Fam174b,-0.47,-0.59,0.25,-1.55,-0.31,-0.09,-0.2,-0.08,2.3,0.74,5,#0033FFFF
Slco3a1,-1.06,-0.5,0.96,1.89,1.23,-0.99,-0.57,-0.35,-0.28,-0.32,1,#FF9900FF
0610006L08Rik,-1,-0.55,1.09,2.15,0.48,-1.02,-0.51,-0.07,0,-0.58,1,#FF9900FF
Klhl25,-1.23,1.11,-1.04,-1.25,-0.04,0.41,1,-0.59,0.17,1.44,6,#9900FFFF
Aen,-1.15,-0.83,-0.25,0.7,1.88,0.14,-0.67,-0.6,-0.55,1.33,2,#99FF00FF
Plin1,-0.77,-0.68,-0.47,-0.43,0.9,-0.77,-0.03,-0.77,2.21,0.81,5,#0033FFFF
Cib1,-1.45,-0.76,1.03,1.26,1.18,-1.19,-0.79,0.26,0.06,0.4,1,#FF9900FF
Sec11a,-0.55,-0.65,0.54,2.5,0.19,-0.78,-0.64,-0.14,0.29,-0.76,1,#FF9900FF
Fah,-1.26,-0.87,0.95,1.44,0.91,-1.3,-0.89,0.31,0.46,0.25,1,#FF9900FF
Folh1,-1.58,-0.41,0.11,0.22,1.15,-1.59,-0.44,0.6,1.03,0.9,5,#0033FFFF
Nox4,-1.5,-0.43,-0.04,-0.1,0.71,-1.52,-0.19,0.43,1.27,1.37,5,#0033FFFF
Prss23,1.29,0.37,-1.25,-0.95,-1.08,1.65,0,0.31,-0.76,0.41,4,#00FFFFFF
Sytl2,-0.27,2.45,-0.8,-1.02,-0.33,-0.6,0.77,-0.34,-0.14,0.28,6,#9900FFFF
Prcp,-0.73,-0.6,1.13,2.18,0.33,-0.94,-0.83,0.19,-0.19,-0.55,1,#FF9900FF
Tenm4,1.75,-0.09,-0.68,-0.84,-0.71,1.92,-0.15,-0.44,-0.5,-0.27,4,#00FFFFFF
Thrsp,-0.62,-0.56,-0.2,-0.36,0.09,-0.62,-0.29,-0.51,2.7,0.36,5,#0033FFFF
Tsku,-0.65,-0.73,1.28,1.12,1.83,-0.69,-0.8,-0.57,-0.49,-0.3,1,#FF9900FF
Serpinh1,1.25,0.54,-0.39,-0.6,-1.04,1.8,0.73,-0.72,-0.69,-0.89,4,#00FFFFFF
Rnf169,-1.35,-0.02,0.73,1.77,1.25,-1.1,-0.6,-0.19,-0.6,0.1,1,#FF9900FF
Pgm2l1,2.2,-0.17,-0.72,-1.04,-0.77,0.97,0.06,-0.81,0.54,-0.26,4,#00FFFFFF
Ucp2,-1,1.16,0.71,0.34,-1.25,-0.61,1.88,-0.55,-0.27,-0.41,6,#9900FFFF
Stard10,-1.31,-0.88,0.5,1.25,1.39,-0.94,-0.93,-0.14,0.06,0.99,1,#FF9900FF
Folr1,-1.49,-0.65,0.98,1.47,0.66,-1.45,-0.56,0.4,0.4,0.24,1,#FF9900FF
Il18bp,-0.93,-0.75,0.12,-0.34,-0.18,-0.96,-0.75,1.84,1.53,0.43,5,#0033FFFF
Rrm1,2.05,0.2,-0.54,-0.81,-0.7,1.45,0.23,-0.6,-0.65,-0.62,4,#00FFFFFF
Trim68,0.78,1.11,-0.43,-1.67,-1.07,0.31,1.58,0.12,-0.66,-0.06,6,#9900FFFF
Ampd3,-1.5,0.15,-0.36,-0.33,0.36,-1.71,1.19,0.22,1.05,0.92,7,#FF0099FF
Irag1,0.77,1.55,-1.13,-1.15,-0.76,1.03,1.03,-0.5,-0.63,-0.2,4,#00FFFFFF
Dkk3,0.73,1.54,-1.07,-0.99,-0.89,0.66,1.4,-0.77,-0.35,-0.27,4,#00FFFFFF
Arntl,1.17,1.08,-1.35,-0.85,-0.31,1.19,0.75,0.01,-1.3,-0.39,4,#00FFFFFF
Far1,-0.6,-0.77,0.43,2.12,1.07,-1.12,-0.73,0.17,0.07,-0.64,1,#FF9900FF
Pde3b,0.24,-0.66,-0.32,-0.73,0.26,-0.79,-0.74,-0.67,2.16,1.24,5,#0033FFFF
Arl6ip1,-1.27,-0.54,0.67,1.8,0.82,-1.46,-0.42,0.29,0.47,-0.37,1,#FF9900FF
Itpripl2,0.37,2.06,-0.55,-1.09,-0.82,-0.21,1.38,-0.24,-0.33,-0.57,6,#9900FFFF
Gde1,-1.17,-0.72,-0.03,0.38,0.74,0.06,-1.02,0.03,-0.54,2.26,2,#99FF00FF
Acsm2,-0.84,-0.79,0.52,2.01,1.36,-0.88,-0.79,-0.21,-0.15,-0.22,1,#FF9900FF
Acsm1,-1.13,-0.83,0.02,0.6,-0.05,-1.14,-0.8,0.37,1.84,1.11,5,#0033FFFF
Gm19950,-1.08,-0.79,1.04,1.84,0.83,-1.11,-0.83,0.32,0.02,-0.24,1,#FF9900FF
Gm45792,-0.75,-0.61,2.11,1.23,0.53,-0.86,-0.68,0.1,-0.41,-0.66,3,#00FF33FF
Acsm3,-0.52,-0.52,0.37,2.55,0.69,-0.52,-0.52,-0.51,-0.5,-0.52,3,#00FF33FF
Eri2,1.59,0.57,0.08,-0.12,-0.17,0.97,0.67,-0.69,-1.6,-1.29,4,#00FFFFFF
Rexo5,0.68,-0.09,2.34,-0.05,-0.78,0.35,-0.08,-0.3,-0.9,-1.18,3,#00FF33FF
Dcun1d3,-1.05,-0.64,0.08,2.1,1.14,-1.15,-0.58,-0.18,0.27,0.02,1,#FF9900FF
Eef2k,1.62,-0.23,-0.66,-0.71,-0.51,2.08,-0.19,-0.67,-0.46,-0.27,4,#00FFFFFF
Polr3e,-1.04,-0.84,0.74,1.8,1.33,-0.93,-0.86,-0.21,-0.07,0.06,1,#FF9900FF
Cdr2,-0.94,-0.96,1.13,1.62,0.99,-0.87,-1.21,0.3,-0.02,-0.04,1,#FF9900FF
Plk1,0.96,0.36,-0.34,-0.79,-0.77,2.14,0.64,-0.58,-0.83,-0.8,4,#00FFFFFF
Cln3,-1.33,-0.59,0.58,-0.22,0.01,-1.46,-0.48,0.97,1.31,1.21,5,#0033FFFF
Nupr1,-1.46,-0.35,0.16,-0.08,0.19,-1.49,0.08,0.16,1.9,0.89,7,#FF0099FF
2510046G10Rik,-1.06,0.02,0.56,-0.65,-0.92,-1.19,0.12,1.65,1.47,0,7,#FF0099FF
Slx1b,0.14,1.68,-0.37,-1.56,-1.25,0.13,1.42,-0.01,-0.05,-0.13,6,#9900FFFF
Gdpd3,-1.15,-1.03,0.39,0.38,0.21,-1.1,-1.07,0.8,1.31,1.26,5,#0033FFFF
Qprt,-1.49,-0.88,0.77,1.03,1.46,-0.89,-0.9,0.15,-0.02,0.75,1,#FF9900FF
Septin1,-1.5,-0.57,0.63,-0.34,0.13,-1.39,-0.33,1.04,1.17,1.18,5,#0033FFFF
Gm42715,2.25,0.18,-0.57,-0.84,-0.78,1.18,0.11,-0.3,-0.54,-0.7,4,#00FFFFFF
Zfp629,0.53,1.29,-0.62,-1.42,-0.94,0.29,1.8,-0.3,-0.6,-0.03,6,#9900FFFF
Pycard,0.42,1.51,-0.17,-1.23,-1.4,0.17,1.57,0.13,-0.42,-0.59,6,#9900FFFF
Htra1,-1.43,-0.52,0.41,1.66,0.97,-1.44,-0.63,0.33,0.19,0.46,1,#FF9900FF
Hmx2,-1.84,0.7,0.2,-0.05,0.21,-1.72,1.1,0.38,0.81,0.2,7,#FF0099FF
Chst15,-0.42,1.42,-0.43,-1.1,-1.22,-0.32,1.78,0.65,-0.46,0.12,6,#9900FFFF
Oat,-1.18,-0.63,0.17,-0.27,-0.19,-1.22,-0.56,0.9,1.66,1.32,5,#0033FFFF
Lhpp,0.9,0.52,-0.76,-1.48,-1.4,1.22,0.87,-0.67,0.69,0.09,6,#9900FFFF
Fam53b,-1.27,-0.1,-0.29,-0.89,1.05,-0.33,-0.19,-0.28,0.03,2.27,2,#99FF00FF
Pwwp2b,0.9,0.46,-0.86,-1.18,-0.77,0.96,1.64,-1.27,0,0.12,4,#00FFFFFF
Cyp2e1,-0.55,-0.55,-0.21,2.24,1.46,-0.56,-0.56,-0.5,-0.32,-0.45,3,#00FF33FF
Scgb1c1,-0.68,-0.67,-0.3,-0.15,-0.17,-0.68,-0.66,-0.34,2.16,1.49,5,#0033FFFF
Cox8b,-0.69,-0.56,-0.44,-0.32,0.18,-0.69,0.27,-0.68,2.6,0.32,5,#0033FFFF
BC024386,-1.18,-0.72,0.67,1.4,1.56,-1.22,-0.85,0.2,0.04,0.09,1,#FF9900FF
Ifitm1,0.79,1.64,-0.64,-1.33,-0.98,1.02,0.81,-0.57,-0.71,-0.03,4,#00FFFFFF
Ano9,1.39,1.11,-0.7,-1.44,-1.01,0.72,1.04,-0.29,-0.73,-0.09,4,#00FFFFFF
Pnpla2,-1.12,-1.06,-0.14,0.3,0.77,-0.64,-0.7,-0.46,1.23,1.82,5,#0033FFFF
Slc22a18,-1.33,-0.85,0.66,1.44,1.03,-1.32,-0.83,0.28,0.54,0.39,1,#FF9900FF
Phlda2,-1.2,-1.09,1.37,1.36,0.9,-0.86,-0.96,-0.06,0.39,0.14,1,#FF9900FF
Ano1,1.36,0.62,-0.83,-0.78,-0.69,1.91,0.33,-0.66,-0.7,-0.54,4,#00FFFFFF
Ccdc170,-0.79,0,-0.61,-0.91,-0.75,-0.89,-0.04,0.92,1.17,1.9,5,#0033FFFF
Esr1,-1.11,1.17,1.09,0.26,-0.42,-1.29,0.79,1.11,-0.52,-1.08,7,#FF0099FF
Syne1,0.83,1.35,-0.98,-1.65,0.54,0.23,0.89,-0.76,-0.92,0.48,6,#9900FFFF
Fbxo5,1.64,0.6,-0.39,-0.84,-0.84,1.45,0.69,-0.67,-0.81,-0.82,4,#00FFFFFF
Utrn,2.01,0.55,-0.5,-1.19,-0.89,1.05,0.49,-0.33,-0.48,-0.71,4,#00FFFFFF
Fuca2,-0.9,-0.72,0.41,2.23,1,-1.02,-0.58,-0.14,0.09,-0.37,1,#FF9900FF
Nhsl1,1.95,0.57,-0.66,-1.35,-1.24,0.97,0.24,-0.08,-0.21,-0.19,4,#00FFFFFF
Hebp2,0.11,-0.26,-1.14,-0.89,-0.66,2.24,0.13,-0.77,0.62,0.62,4,#00FFFFFF
Arfgef3,0.29,1.31,-0.89,-1.7,-0.89,-0.62,0.62,0.22,0.32,1.35,6,#9900FFFF
Perp,-1.49,-0.6,0.31,1.45,0.59,-0.88,-0.91,0.16,-0.12,1.49,1,#FF9900FF
Aldh8a1,-1.25,-0.91,0.7,1.58,0.72,-1.26,-0.92,0.46,0.67,0.21,1,#FF9900FF
Sgk1,0.69,-1.14,-0.05,-0.51,-1.25,-0.43,-0.48,0.34,2.08,0.74,5,#0033FFFF
Tcf21,-0.04,1.79,-0.6,-0.84,-0.76,0.68,1.6,-0.57,-0.62,-0.64,6,#9900FFFF
Vnn1,-1.23,-0.8,0.17,1.85,0.72,-1.28,-0.63,-0.04,0.79,0.46,1,#FF9900FF
Akap7,-0.09,0.73,-0.56,-1.79,-1.08,-0.05,1.38,0.35,1.3,-0.19,6,#9900FFFF
Epb41l2,1.57,0.56,-0.75,-0.95,-0.72,1.66,0.54,-0.61,-0.73,-0.56,4,#00FFFFFF
Smlr1,-0.97,-0.97,0.61,1.85,1.2,-0.95,-0.96,-0.11,0.16,0.13,1,#FF9900FF
Ncoa7,-1.23,0.32,-0.33,-0.15,0.18,-1.94,0.41,1.56,0.88,0.29,7,#FF0099FF
Marcks,2.09,0.52,-0.64,-0.79,-0.78,1.1,0.45,-0.52,-0.69,-0.75,4,#00FFFFFF
Lama4,1.99,-0.01,-0.57,-0.66,-0.62,1.67,-0.01,-0.59,-0.61,-0.6,4,#00FFFFFF
Fyn,1.4,0.99,-0.43,-0.91,-1.22,0.99,1.09,-0.5,-0.47,-0.95,4,#00FFFFFF
Mfsd4b1,-1.44,-0.75,0.52,0.94,1.28,-1.25,-0.87,0.53,0.07,0.97,1,#FF9900FF
Smpd2,-1.09,-0.64,1.09,2.23,0.34,-0.78,-0.61,0.01,-0.33,-0.23,1,#FF9900FF
Ostm1,0,-0.78,-0.95,1.87,1.37,-0.09,-0.93,-0.14,-0.94,0.58,1,#FF9900FF
D030045P18Rik,1.44,0.92,-0.9,-1.13,-0.79,0.84,1.26,-0.86,-0.51,-0.26,4,#00FFFFFF
Sim1,-0.54,0.64,-0.37,-1.56,-1.21,-0.63,0.71,1.07,1.4,0.5,6,#9900FFFF
Nepn,-1.39,-0.79,0.9,-0.03,0.44,-1.44,-0.56,1.24,1.11,0.51,7,#FF0099FF
Slc35f1,-0.84,-1.15,-0.31,0.28,0.11,-0.79,-1.09,1.57,0.96,1.25,5,#0033FFFF
Man1a,-1.09,-0.85,0.73,1.68,0.69,-1.22,-1.04,0.66,0.48,-0.04,1,#FF9900FF
Smpdl3a,-1.34,-0.7,0.39,1.63,1.29,-1.28,-0.66,0.22,0.17,0.28,1,#FF9900FF
Psap,-1.2,-0.64,0.1,1.25,1.86,-1.23,-0.47,-0.26,0.07,0.53,1,#FF9900FF
Aifm2,-0.86,-0.86,-0.07,-0.06,-0.5,-0.41,0.37,-0.95,2.17,1.17,5,#0033FFFF
Tet1,1.66,0.63,-0.46,-0.98,-0.94,1.24,0.87,-0.4,-0.74,-0.89,4,#00FFFFFF
